filiere,type_ecole,ville,moyenne,stages,niveau_francais,niveau_anglais,niveau_programmation,niveau_algorithme,projets,certifications,participation_hackathon,open_source_contributions,soft_skills,linkedin_profile,recrute,salaire_estime_dh
Développement Web,Privée (EMSI/IGA),Agadir,14.83,1,7,4,3,4,4,1,0,0,4,0,0,0
GI,OFPPT,Fès,17.16,0,6,5,6,10,7,0,0,0,8,1,1,6000
GINF,OFPPT,Fès,16.93,0,8,9,5,5,1,0,0,0,6,0,0,0
Développement Web,ENSA,Casablanca,17.12,2,10,9,5,7,5,0,0,0,6,1,1,11800
Réseaux & Télécoms,ENSA,Kenitra,12.16,1,7,9,8,9,7,2,0,0,10,1,1,11100
Cybersécurité,ENSA,Agadir,10.28,1,10,5,4,3,0,1,1,0,6,0,0,0
GINF,OFPPT,Casablanca,12.09,3,9,7,7,7,2,3,0,0,6,0,0,0
Cybersécurité,Privée (EMSI/IGA),Fès,12.23,3,5,10,8,9,3,0,1,0,9,1,1,12000
GINF,FST,Agadir,17.27,4,10,10,7,5,3,3,0,0,5,0,1,12200
Réseaux & Télécoms,ENSA,Tanger,15.19,3,7,7,6,5,6,1,0,0,7,0,1,11300
Cybersécurité,FST,Rabat,10.65,4,7,7,9,7,4,1,0,0,8,0,1,11800
Data Science,EST,Tanger,11.08,0,5,9,9,8,3,1,0,0,5,0,1,7700
GI,EST,Rabat,11.25,2,8,8,7,3,7,3,0,0,10,1,1,10300
Data Science,Faculté (FS),Kenitra,15.04,1,8,6,9,7,4,3,1,0,7,1,1,8900
Développement Web,OFPPT,Marrakech,15.88,0,6,4,10,7,6,3,0,0,6,1,0,0
Réseaux & Télécoms,ENSA,Casablanca,16.88,0,6,10,4,10,6,1,1,0,4,1,0,0
Data Science,ENSA,Casablanca,17.53,4,8,5,10,8,1,1,0,1,6,1,1,12900
GINF,Privée (EMSI/IGA),Marrakech,11.61,2,8,4,9,7,1,0,0,0,7,0,0,0
Développement Web,ENSA,Agadir,12.48,4,10,10,6,3,2,2,1,0,7,0,1,12800
Développement Web,ENSA,Marrakech,11.92,0,8,6,5,6,5,3,1,0,4,1,0,0
Data Science,ENSA,Kenitra,12.87,1,8,9,7,3,1,2,0,0,9,1,0,0
Data Science,ENSA,Fès,17.32,3,7,4,4,8,4,3,0,0,5,1,1,11500
Réseaux & Télécoms,EST,Marrakech,14.6,4,6,9,4,7,3,3,0,1,9,1,1,11000
GI,OFPPT,Rabat,15.91,0,5,4,5,4,1,2,0,0,4,1,0,0
Data Science,EST,Fès,13.92,3,4,8,9,4,1,2,0,0,6,1,1,9400
Data Science,FST,Marrakech,10.23,3,5,10,4,5,4,3,1,0,8,0,1,11700
Cybersécurité,Faculté (FS),Casablanca,10.51,0,9,7,6,10,6,1,0,0,5,1,0,0
GINF,FST,Tanger,14.3,2,4,8,6,6,1,0,0,0,8,1,0,0
Cybersécurité,OFPPT,Rabat,15.75,0,7,8,10,10,3,3,0,0,10,1,1,8800
Cybersécurité,OFPPT,Kenitra,11.72,1,9,9,8,9,5,0,0,0,8,1,1,7300
Développement Web,ENSA,Rabat,15.78,3,6,4,3,9,3,1,1,1,5,0,0,0
GI,OFPPT,Agadir,16.49,1,4,4,5,8,6,1,0,0,6,1,0,0
GINF,FST,Tanger,13.3,4,8,8,9,10,5,0,0,0,9,1,1,10600
Réseaux & Télécoms,Privée (EMSI/IGA),Rabat,15.97,3,9,4,4,5,3,3,0,0,10,1,1,13000
Réseaux & Télécoms,FST,Marrakech,13.23,2,7,8,7,9,7,0,0,1,7,1,1,10100
Data Science,Privée (EMSI/IGA),Rabat,15.43,0,4,3,8,5,7,3,0,0,6,1,0,0
Data Science,OFPPT,Rabat,16.11,4,8,10,10,4,6,2,1,0,9,1,1,10800
Réseaux & Télécoms,ENSA,Rabat,17.94,1,9,8,6,3,3,3,0,0,7,1,1,12300
Data Science,FST,Agadir,12.76,4,7,5,5,5,0,2,1,1,7,0,0,0
GI,Privée (EMSI/IGA),Rabat,13.29,2,9,5,9,5,6,2,0,0,5,1,0,0
Cybersécurité,OFPPT,Rabat,11.32,0,4,4,5,9,3,0,1,0,5,1,0,0
Data Science,ENSA,Agadir,11.63,4,8,8,9,10,6,2,0,0,4,1,1,12400
Développement Web,OFPPT,Fès,15.55,1,6,8,6,6,6,0,0,1,9,1,0,0
Data Science,EST,Tanger,17.34,4,10,7,10,9,0,0,0,0,10,1,1,8900
GINF,ENSA,Kenitra,13.16,0,7,10,3,4,3,1,0,0,8,0,1,10400
GI,FST,Fès,11.44,4,4,9,5,3,6,0,0,0,8,0,0,0
GINF,ENSA,Casablanca,12.28,1,8,7,4,6,6,1,1,0,8,1,0,0
GINF,OFPPT,Agadir,13.64,0,6,7,7,3,3,1,0,0,8,1,0,0
Développement Web,EST,Agadir,12.33,2,9,8,7,9,4,0,0,0,4,1,0,0
GI,OFPPT,Rabat,11.87,2,8,10,6,10,5,3,0,0,7,1,1,10200
GI,ENSA,Rabat,15.89,3,10,8,5,3,3,3,0,0,4,1,0,0
GI,EST,Kenitra,10.06,4,6,5,7,5,1,0,1,0,9,1,0,0
GI,ENSA,Casablanca,14.31,1,4,6,5,6,3,2,0,0,10,0,0,0
GI,ENSA,Rabat,16.35,4,8,4,6,5,7,0,0,0,5,1,1,11800
Développement Web,ENSA,Marrakech,12.13,0,10,5,3,10,2,2,0,0,6,1,0,0
Data Science,ENSA,Rabat,14.83,3,8,7,7,7,7,3,0,0,7,1,1,13100
GINF,Faculté (FS),Rabat,15.35,1,5,5,4,3,4,2,0,0,7,1,0,0
GI,EST,Marrakech,15.24,4,7,5,10,6,4,0,0,0,4,1,1,8500
Data Science,FST,Casablanca,13.57,1,8,5,8,4,3,2,1,0,5,1,0,0
Data Science,EST,Marrakech,12.77,0,10,10,6,5,2,1,1,0,5,1,0,0
GINF,OFPPT,Agadir,16.69,3,6,7,8,7,6,1,1,0,9,1,1,8300
Développement Web,Privée (EMSI/IGA),Marrakech,16.07,1,7,6,10,8,5,0,1,0,10,1,1,10200
Réseaux & Télécoms,FST,Tanger,12.57,0,4,3,10,10,3,0,0,0,7,0,0,0
Réseaux & Télécoms,EST,Agadir,10.82,2,10,4,3,7,1,0,0,0,4,1,0,0
Data Science,ENSA,Rabat,10.57,1,7,4,4,7,6,3,0,0,8,1,0,0
Cybersécurité,Privée (EMSI/IGA),Kenitra,10.75,3,5,9,8,5,4,3,0,0,7,1,0,0
Cybersécurité,ENSA,Agadir,14.66,1,4,5,4,4,6,3,0,0,8,1,0,0
GINF,EST,Casablanca,10.41,1,8,6,7,9,4,1,0,0,6,0,0,0
Réseaux & Télécoms,EST,Casablanca,12.7,0,10,7,5,6,5,2,0,0,5,0,0,0
Data Science,EST,Marrakech,16.03,4,9,3,6,3,2,1,0,0,7,0,0,0
Développement Web,ENSA,Agadir,12.35,4,4,3,4,4,0,2,0,0,6,1,0,0
Réseaux & Télécoms,OFPPT,Rabat,16.11,1,10,5,10,5,5,2,0,0,8,1,1,8300
Data Science,ENSA,Casablanca,15.96,3,4,5,7,8,2,0,1,0,7,1,0,0
Data Science,Faculté (FS),Fès,11.97,3,5,7,10,6,7,0,1,0,6,0,1,8900
GI,ENSA,Rabat,15.83,0,6,9,3,3,6,3,0,0,7,1,0,0
Développement Web,ENSA,Fès,15.98,1,4,7,9,8,1,0,1,1,6,1,0,0
GI,Privée (EMSI/IGA),Tanger,13.18,1,10,10,4,6,2,1,0,1,6,1,0,0
GINF,ENSA,Fès,11.68,4,6,8,3,10,5,1,0,0,8,1,1,12000
GI,OFPPT,Casablanca,14.17,0,7,7,6,3,0,1,0,0,5,0,0,0
GI,FST,Marrakech,17.37,2,9,5,7,9,6,0,0,1,4,1,0,0
Réseaux & Télécoms,ENSA,Tanger,15.12,3,5,6,3,3,1,0,0,0,6,1,0,0
Cybersécurité,Privée (EMSI/IGA),Agadir,11.38,3,8,5,5,7,1,2,0,0,5,1,0,0
Data Science,ENSA,Rabat,15.46,1,10,9,8,8,7,2,1,0,9,1,1,12100
Développement Web,OFPPT,Casablanca,13.42,0,10,5,3,8,0,0,1,0,4,1,0,0
GI,ENSA,Tanger,14.73,2,10,3,3,5,7,1,0,0,8,1,0,0
Développement Web,OFPPT,Tanger,15.87,3,4,10,10,10,3,0,0,0,7,0,0,0
Cybersécurité,ENSA,Casablanca,14.12,0,9,7,7,4,2,3,0,1,5,1,0,0
Cybersécurité,FST,Agadir,16.51,2,9,4,7,9,5,3,1,0,10,1,1,10000
GI,OFPPT,Agadir,15.78,1,6,7,4,7,1,1,0,0,7,0,0,0
GINF,Privée (EMSI/IGA),Marrakech,14.92,4,4,8,8,10,5,3,0,0,7,1,1,13300
GI,Privée (EMSI/IGA),Kenitra,11.21,3,10,6,10,7,2,0,1,0,4,0,1,11200
Réseaux & Télécoms,OFPPT,Fès,16.69,3,9,6,3,6,6,0,0,1,9,1,1,8200
Data Science,OFPPT,Agadir,17.49,2,10,7,3,8,0,2,0,0,5,0,0,0
GINF,ENSA,Marrakech,11.1,4,10,7,7,3,7,3,1,0,6,1,1,12600
GI,EST,Fès,13.91,0,10,5,9,3,4,3,0,0,9,0,0,0
Développement Web,EST,Tanger,12.07,1,5,4,5,10,0,3,0,0,4,1,0,0
GINF,EST,Casablanca,16.04,0,8,9,10,9,2,3,0,0,5,0,1,9500
GINF,EST,Agadir,15.77,2,7,5,9,6,1,1,0,0,6,1,1,7900
GI,FST,Marrakech,11.13,3,7,10,10,8,6,1,1,0,10,1,1,10900
GINF,ENSA,Tanger,17.02,3,6,3,7,5,2,0,0,0,10,1,0,0
Développement Web,Faculté (FS),Agadir,11.45,0,9,10,5,3,6,3,1,0,7,1,0,0
Cybersécurité,ENSA,Rabat,16.38,1,7,3,8,7,4,2,0,0,8,0,0,0
GINF,EST,Kenitra,13.66,2,6,10,9,7,1,0,0,0,8,1,1,8500
Cybersécurité,FST,Tanger,12.63,1,8,6,7,8,6,0,0,0,4,1,1,8700
Développement Web,OFPPT,Agadir,11.27,2,10,6,8,3,4,1,1,0,9,1,0,0
GI,OFPPT,Tanger,11.34,1,4,4,6,3,6,0,0,1,10,1,0,0
Data Science,Faculté (FS),Casablanca,15.3,0,5,6,3,5,3,2,0,0,6,1,0,0
GINF,ENSA,Casablanca,14.4,4,8,8,8,8,5,3,0,0,6,1,1,13800
Data Science,FST,Kenitra,10.98,2,8,10,5,3,0,0,1,0,8,1,0,0
Développement Web,ENSA,Casablanca,10.9,0,7,3,6,5,3,2,1,0,6,0,0,0
GINF,EST,Fès,10.58,3,7,4,5,7,2,1,0,0,5,0,0,0
Cybersécurité,FST,Rabat,15.95,3,5,3,4,5,7,1,0,0,5,1,0,0
Réseaux & Télécoms,ENSA,Casablanca,15.7,1,4,7,4,3,3,3,0,0,8,1,0,0
Data Science,EST,Rabat,10.47,3,8,7,3,4,0,0,0,0,7,1,0,0
GINF,Privée (EMSI/IGA),Casablanca,14.48,4,9,4,6,10,1,2,0,0,7,1,1,13100
Data Science,Privée (EMSI/IGA),Fès,10.68,2,7,5,6,8,5,1,0,0,7,0,0,0
GINF,EST,Tanger,17.23,1,8,8,4,9,4,2,1,0,8,0,0,0
GI,ENSA,Agadir,17.26,2,4,9,3,3,6,1,0,0,4,0,0,0
Cybersécurité,ENSA,Agadir,15.59,2,6,8,8,4,7,1,0,0,10,1,1,11000
Data Science,EST,Casablanca,17.41,0,4,10,4,7,1,3,1,0,10,1,1,9700
Réseaux & Télécoms,Privée (EMSI/IGA),Agadir,16.49,3,8,9,6,8,5,2,1,0,6,1,1,12600
Réseaux & Télécoms,ENSA,Casablanca,16.63,2,8,6,5,9,3,2,0,0,5,1,0,0
Développement Web,OFPPT,Casablanca,14.56,4,5,9,9,6,2,2,0,0,9,0,1,10600
GINF,ENSA,Kenitra,12.45,4,8,4,6,8,3,1,0,0,10,0,0,0
Data Science,Privée (EMSI/IGA),Marrakech,11.74,3,7,8,3,7,0,3,0,1,5,0,0,0
Développement Web,EST,Marrakech,12.62,3,9,9,6,7,0,2,0,0,9,1,1,9600
Data Science,OFPPT,Kenitra,15.03,1,5,6,7,7,2,0,1,0,4,0,0,0
GINF,EST,Marrakech,11.38,1,8,3,6,5,5,2,0,0,6,1,0,0
Réseaux & Télécoms,Faculté (FS),Rabat,12.07,1,4,9,7,9,1,1,1,0,7,0,0,0
GI,ENSA,Marrakech,13.74,3,8,5,4,10,6,3,0,0,9,1,1,11700
Réseaux & Télécoms,ENSA,Casablanca,11.86,2,4,6,8,7,6,2,0,1,5,1,1,12500
Développement Web,Privée (EMSI/IGA),Fès,14.71,0,4,7,7,6,0,2,0,0,10,0,0,0
Cybersécurité,Privée (EMSI/IGA),Fès,17.39,1,8,9,6,3,0,2,1,0,10,1,0,0
GI,OFPPT,Tanger,15.98,0,4,7,8,4,2,0,0,0,7,1,0,0
Développement Web,Faculté (FS),Marrakech,15.33,4,9,3,10,8,1,1,0,1,7,0,1,9500
GINF,OFPPT,Fès,14.66,3,6,4,9,8,7,0,0,0,8,1,1,7300
GI,ENSA,Marrakech,13.9,4,5,6,8,7,7,0,0,1,8,1,1,11700
Développement Web,EST,Tanger,11.49,1,8,9,6,4,3,1,0,0,6,0,0,0
GINF,EST,Fès,17.16,2,10,9,6,7,4,1,0,0,5,1,1,8700
Réseaux & Télécoms,Faculté (FS),Casablanca,11.99,1,6,3,9,10,2,2,0,0,8,0,0,0
Cybersécurité,EST,Rabat,10.73,0,4,9,10,5,1,1,0,1,6,1,0,0
GINF,ENSA,Kenitra,16.0,1,4,7,3,4,4,2,0,0,4,1,0,0
Data Science,Faculté (FS),Kenitra,11.4,2,5,9,4,7,6,0,1,0,7,1,1,8800
GINF,OFPPT,Kenitra,12.98,2,6,10,7,7,2,2,0,0,5,0,0,0
GINF,EST,Marrakech,10.23,3,6,9,5,6,3,1,1,0,5,1,0,0
Cybersécurité,ENSA,Fès,11.1,3,8,7,7,6,3,2,0,0,6,0,0,0
Data Science,ENSA,Fès,11.39,2,4,7,6,9,1,0,0,0,8,1,0,0
Développement Web,ENSA,Tanger,10.44,2,10,5,5,6,1,1,0,1,7,1,0,0
Développement Web,EST,Casablanca,15.25,0,7,5,5,9,3,1,0,0,7,1,0,0
GINF,Faculté (FS),Agadir,16.7,1,10,7,7,5,3,3,0,0,5,1,0,0
Data Science,Faculté (FS),Fès,12.99,3,8,8,9,10,2,2,0,0,5,1,1,9900
Data Science,Faculté (FS),Rabat,17.0,0,8,4,7,9,5,2,0,0,7,0,1,8600
Cybersécurité,EST,Tanger,11.71,1,8,5,7,4,6,2,0,0,4,1,0,0
Réseaux & Télécoms,OFPPT,Fès,12.6,3,5,6,7,5,5,0,0,0,6,0,0,0
Développement Web,ENSA,Fès,11.21,0,5,5,9,3,1,0,0,1,4,1,0,0
Cybersécurité,FST,Tanger,14.96,4,8,6,9,7,4,1,0,0,8,1,1,10600
GI,OFPPT,Tanger,13.36,4,9,5,4,7,3,1,0,0,4,1,0,0
Développement Web,ENSA,Marrakech,14.91,3,7,7,3,10,4,0,0,0,4,1,0,0
Cybersécurité,ENSA,Fès,16.09,0,6,9,3,7,1,2,0,0,8,1,0,0
Développement Web,OFPPT,Agadir,14.37,1,6,6,7,6,6,2,0,1,9,1,1,8000
Réseaux & Télécoms,EST,Rabat,15.02,1,4,10,3,7,1,0,0,0,10,1,0,0
GI,Faculté (FS),Casablanca,17.48,0,6,9,7,9,0,2,0,0,10,0,1,9600
Réseaux & Télécoms,ENSA,Casablanca,12.39,4,10,9,7,6,3,0,0,0,9,1,1,12800
GI,Faculté (FS),Agadir,12.87,0,6,4,7,3,6,2,0,1,6,0,0,0
GINF,EST,Tanger,15.74,4,7,5,8,5,5,2,1,1,10,1,1,9800
Cybersécurité,ENSA,Tanger,14.89,4,6,5,4,10,5,3,0,0,7,1,1,12200
GI,Faculté (FS),Tanger,11.43,1,10,7,6,5,7,1,0,0,4,0,0,0
Réseaux & Télécoms,ENSA,Fès,13.01,3,7,6,3,9,1,2,0,1,6,0,0,0
Développement Web,EST,Tanger,13.74,2,5,8,3,5,1,2,1,0,8,1,0,0
GI,ENSA,Tanger,13.36,0,7,7,4,6,3,0,1,0,10,1,0,0
Cybersécurité,ENSA,Fès,11.43,4,5,9,4,10,0,3,0,0,9,1,1,13000
GI,EST,Fès,17.4,0,7,6,7,8,0,3,0,0,6,1,0,0
Data Science,ENSA,Agadir,16.1,3,8,5,7,8,0,0,0,0,9,1,0,0
Développement Web,Privée (EMSI/IGA),Marrakech,13.85,3,10,5,8,4,0,0,0,0,4,1,0,0
Cybersécurité,ENSA,Fès,15.44,2,9,5,8,8,6,0,0,0,7,1,0,0
Cybersécurité,FST,Rabat,17.18,2,5,5,10,10,2,2,0,0,8,1,0,0
GINF,ENSA,Tanger,11.09,4,5,10,6,4,3,0,0,1,8,1,1,12500
Réseaux & Télécoms,EST,Marrakech,12.0,2,6,3,3,3,3,1,1,0,4,1,0,0
GINF,Privée (EMSI/IGA),Casablanca,14.34,4,5,5,4,4,3,0,1,0,9,1,0,0
Cybersécurité,ENSA,Agadir,16.39,1,7,5,6,3,6,2,0,0,6,1,0,0
Développement Web,Privée (EMSI/IGA),Marrakech,10.29,4,8,8,3,7,5,1,1,1,7,1,1,13000
GI,ENSA,Fès,17.87,2,8,8,6,9,6,2,0,0,8,1,1,11400
GI,OFPPT,Tanger,13.64,0,6,6,10,5,0,1,0,0,4,0,0,0
Développement Web,FST,Tanger,12.87,2,7,9,6,9,0,1,0,0,4,1,0,0
Cybersécurité,OFPPT,Tanger,12.34,3,7,5,9,8,5,1,1,1,5,1,1,8400
GI,Faculté (FS),Marrakech,11.39,2,4,5,7,6,7,2,0,1,9,0,1,9300
GI,FST,Tanger,16.33,1,5,10,6,3,6,1,1,0,5,1,0,0
GI,ENSA,Fès,17.64,4,6,6,7,10,5,3,0,0,6,1,1,12400
Réseaux & Télécoms,ENSA,Marrakech,13.31,3,8,9,3,10,1,3,1,0,10,0,1,12500
Réseaux & Télécoms,Privée (EMSI/IGA),Tanger,17.62,4,10,5,8,8,2,2,1,0,4,0,1,12300
Data Science,EST,Casablanca,16.59,4,9,10,3,6,5,3,1,0,9,0,1,11700
GINF,EST,Casablanca,13.85,2,4,5,10,6,3,1,1,0,6,1,0,0
Développement Web,OFPPT,Rabat,15.39,0,7,7,7,5,2,0,0,0,6,0,0,0
Développement Web,EST,Tanger,13.48,3,5,3,8,9,6,0,0,0,7,1,0,0
Développement Web,Privée (EMSI/IGA),Tanger,14.47,1,8,6,9,7,5,1,0,0,5,1,1,10600
Data Science,OFPPT,Marrakech,10.46,1,10,7,5,7,7,3,0,0,6,1,0,0
Réseaux & Télécoms,Faculté (FS),Marrakech,15.57,0,4,8,8,9,3,1,1,0,7,1,0,0
Cybersécurité,OFPPT,Kenitra,10.42,0,7,9,6,4,0,0,0,1,7,1,0,0
Cybersécurité,ENSA,Tanger,16.54,2,8,4,10,8,6,0,1,0,9,1,1,9800
Data Science,EST,Rabat,16.6,1,8,4,10,7,0,2,1,0,5,0,0,0
Cybersécurité,FST,Tanger,11.9,3,7,8,3,5,3,0,0,0,5,0,0,0
Développement Web,ENSA,Fès,12.59,0,7,3,9,8,7,2,0,1,4,1,1,9900
GINF,OFPPT,Marrakech,13.85,0,6,9,6,6,4,3,0,0,6,0,0,0
GI,Privée (EMSI/IGA),Tanger,14.77,0,8,9,9,3,6,1,1,1,7,1,1,11200
Réseaux & Télécoms,FST,Marrakech,12.3,3,7,10,8,3,0,2,0,0,4,1,0,0
Réseaux & Télécoms,EST,Tanger,14.74,1,9,4,5,10,7,1,0,0,9,0,0,0
Data Science,Privée (EMSI/IGA),Agadir,12.38,3,10,3,6,10,7,2,0,0,6,1,0,0
Réseaux & Télécoms,FST,Marrakech,10.44,3,10,4,5,7,1,3,0,0,6,1,0,0
Développement Web,FST,Rabat,10.02,2,9,4,4,10,5,3,0,1,4,1,0,0
Cybersécurité,EST,Agadir,10.81,0,10,9,5,4,0,2,1,1,7,1,0,0
Développement Web,Privée (EMSI/IGA),Fès,16.34,1,4,10,3,3,1,2,0,0,4,1,0,0
Data Science,Faculté (FS),Tanger,17.69,2,10,7,8,4,7,3,0,0,6,1,1,9600
Développement Web,OFPPT,Kenitra,13.42,2,5,9,7,3,2,1,0,0,4,1,0,0
Cybersécurité,OFPPT,Fès,14.1,4,10,4,7,4,6,3,0,0,4,1,0,0
GINF,EST,Marrakech,11.17,0,9,9,10,9,0,1,0,0,9,0,1,7700
Data Science,FST,Agadir,14.41,1,6,8,6,4,5,2,0,0,6,0,0,0
GINF,OFPPT,Fès,11.16,1,7,3,8,6,0,1,0,0,5,0,0,0
GI,EST,Rabat,14.89,1,5,5,10,5,5,2,0,0,9,1,0,0
GINF,OFPPT,Kenitra,17.47,0,6,9,9,3,2,1,0,0,10,1,0,0
GI,Privée (EMSI/IGA),Marrakech,11.57,1,8,9,4,8,5,2,0,0,7,0,1,11600
GI,Faculté (FS),Agadir,16.12,3,5,5,10,7,1,0,0,0,6,1,0,0
GINF,OFPPT,Fès,10.19,3,9,5,6,5,4,0,1,0,9,0,0,0
Data Science,OFPPT,Agadir,13.0,0,6,3,5,6,6,3,0,0,10,1,0,0
Cybersécurité,OFPPT,Agadir,10.89,1,7,10,7,6,5,3,0,0,9,1,1,8700
Développement Web,EST,Fès,12.82,4,7,3,5,6,6,2,1,0,5,1,0,0
Développement Web,ENSA,Casablanca,11.39,4,10,5,7,7,5,1,0,1,4,1,1,12900
Cybersécurité,FST,Tanger,12.99,4,6,8,10,10,6,2,0,0,5,1,1,11400
GI,Faculté (FS),Marrakech,13.34,3,8,4,7,10,1,0,0,0,6,1,0,0
GI,FST,Marrakech,12.4,4,10,5,7,3,7,0,0,0,9,1,0,0
Data Science,OFPPT,Kenitra,15.25,1,9,6,10,3,6,2,0,0,9,0,1,7500
Réseaux & Télécoms,EST,Kenitra,17.35,1,6,9,8,9,3,0,1,0,6,1,1,7800
GINF,Faculté (FS),Kenitra,13.2,4,4,3,9,10,3,3,0,0,10,1,1,9800
GI,ENSA,Marrakech,11.54,2,6,6,10,9,3,2,0,0,4,1,1,11000
Développement Web,OFPPT,Agadir,12.17,4,6,6,9,4,5,3,0,0,10,1,1,9400
Data Science,FST,Kenitra,16.83,2,9,3,9,4,2,3,1,0,9,1,0,0
GINF,ENSA,Fès,14.57,0,7,10,3,8,1,3,0,0,6,1,0,0
Data Science,EST,Tanger,13.64,0,10,9,10,4,5,0,1,0,10,0,1,7300
GINF,OFPPT,Rabat,11.2,1,8,5,8,7,6,1,0,0,8,1,0,0
GINF,FST,Marrakech,13.6,3,10,8,5,5,0,1,0,0,5,1,0,0
Cybersécurité,ENSA,Fès,12.23,1,6,7,9,9,5,1,0,0,8,1,0,0
GI,Privée (EMSI/IGA),Tanger,17.55,1,5,10,8,3,3,3,1,0,8,1,0,0
Data Science,OFPPT,Tanger,17.07,3,7,10,9,4,1,2,0,1,5,1,1,9800
Data Science,Privée (EMSI/IGA),Casablanca,10.67,1,7,6,6,9,0,3,1,0,6,1,0,0
Cybersécurité,FST,Fès,14.13,3,6,5,4,10,7,3,0,0,5,1,0,0
Développement Web,FST,Marrakech,11.8,1,9,7,6,7,1,2,1,0,4,1,0,0
Développement Web,OFPPT,Kenitra,13.29,0,5,9,8,7,2,1,1,0,8,1,0,0
GI,FST,Agadir,17.01,2,6,6,5,10,3,1,0,0,9,1,0,0
GI,OFPPT,Kenitra,14.22,1,5,5,4,8,4,1,1,0,8,1,0,0
Réseaux & Télécoms,EST,Tanger,12.67,2,7,6,6,4,5,3,1,1,10,0,1,9400
Cybersécurité,FST,Tanger,11.66,4,5,10,4,9,6,3,0,0,6,0,1,12200
Développement Web,ENSA,Rabat,16.4,1,10,5,5,10,3,0,1,1,5,1,1,11000
GINF,ENSA,Kenitra,15.0,0,6,10,7,9,3,1,0,0,9,1,1,10400
Data Science,ENSA,Casablanca,13.74,3,4,9,5,8,2,3,1,0,10,1,0,0
GI,ENSA,Tanger,11.74,0,4,8,9,9,0,0,0,0,7,1,1,9600
Data Science,Privée (EMSI/IGA),Tanger,12.67,2,5,9,3,6,3,3,0,0,9,0,0,0
Data Science,ENSA,Agadir,17.68,3,9,4,4,6,0,3,1,1,6,1,0,0
Réseaux & Télécoms,Faculté (FS),Agadir,14.16,0,6,4,5,6,0,1,0,1,6,1,0,0
Développement Web,OFPPT,Rabat,13.21,0,8,9,7,4,2,2,0,0,6,1,0,0
GI,Faculté (FS),Fès,14.17,0,4,3,10,7,3,3,0,0,10,1,0,0
Data Science,ENSA,Rabat,16.23,3,7,7,7,7,5,3,1,1,5,1,1,13600
GI,OFPPT,Rabat,12.72,0,10,9,5,3,2,3,0,1,6,1,0,0
GINF,Faculté (FS),Agadir,11.43,0,6,9,6,9,2,1,0,0,10,1,0,0
Réseaux & Télécoms,OFPPT,Kenitra,14.68,2,6,6,5,6,4,3,0,0,4,1,0,0
GINF,OFPPT,Kenitra,15.32,0,10,6,7,4,5,0,0,0,4,1,0,0
GI,Privée (EMSI/IGA),Kenitra,15.7,0,4,5,10,3,2,1,0,0,8,0,0,0
GI,Faculté (FS),Fès,17.06,4,10,7,5,7,4,0,0,0,8,1,1,9400
Développement Web,EST,Agadir,12.97,3,10,10,3,9,7,1,0,0,5,1,1,9400
Data Science,Faculté (FS),Casablanca,10.6,4,8,6,6,9,0,3,1,0,7,0,1,11400
Data Science,ENSA,Marrakech,17.67,2,10,7,5,3,5,3,1,0,8,1,0,0
GINF,OFPPT,Marrakech,13.48,4,7,9,7,6,5,0,1,0,8,1,1,8800
Réseaux & Télécoms,ENSA,Casablanca,14.99,1,8,7,5,10,0,0,1,0,8,1,0,0
Cybersécurité,EST,Kenitra,15.33,3,7,4,9,9,7,1,0,0,9,0,1,8200
Data Science,OFPPT,Marrakech,14.37,0,4,10,5,9,1,1,0,0,10,0,0,0
Développement Web,Faculté (FS),Fès,11.64,4,6,6,4,10,5,2,1,0,8,0,1,10000
GINF,EST,Agadir,16.04,4,7,6,5,9,7,2,0,0,6,1,1,9500
GINF,FST,Marrakech,16.43,0,6,3,10,5,6,2,0,1,8,0,1,8900
Cybersécurité,OFPPT,Fès,14.42,0,5,7,3,6,1,3,0,0,9,1,0,0
Développement Web,EST,Agadir,13.91,2,5,5,7,6,0,0,0,1,5,1,0,0
Réseaux & Télécoms,OFPPT,Fès,10.91,4,4,10,8,4,3,0,0,0,9,0,1,9000
Développement Web,ENSA,Casablanca,10.67,4,4,4,4,5,1,2,0,0,6,1,0,0
Réseaux & Télécoms,OFPPT,Rabat,12.72,1,9,9,8,9,2,2,1,0,9,0,1,9100
Développement Web,OFPPT,Casablanca,12.49,1,4,3,5,8,5,1,0,0,6,1,0,0
Développement Web,ENSA,Marrakech,17.63,4,5,4,9,5,6,2,0,0,5,1,0,0
GI,FST,Agadir,16.27,1,7,5,6,5,1,0,0,0,7,0,0,0
GINF,ENSA,Fès,15.28,4,10,3,3,7,5,1,1,0,8,1,0,0
Développement Web,OFPPT,Marrakech,14.14,3,10,4,3,3,0,2,0,0,4,0,0,0
Cybersécurité,FST,Marrakech,11.34,2,10,5,9,7,3,3,0,0,7,1,0,0
Développement Web,Faculté (FS),Rabat,17.83,1,8,8,3,8,7,2,0,0,8,1,1,9900
Data Science,ENSA,Kenitra,13.0,4,10,3,9,5,0,3,0,0,4,0,1,11800
GINF,ENSA,Marrakech,10.86,1,4,5,4,4,7,2,0,0,6,1,0,0
Data Science,ENSA,Rabat,13.95,2,10,3,9,8,3,1,0,0,9,0,1,11000
GINF,EST,Agadir,16.99,3,8,6,10,9,7,3,0,0,6,1,1,9400
Data Science,Faculté (FS),Agadir,17.1,0,8,6,9,6,5,3,0,1,6,1,1,8900
